code_name,n,k,code_rate,h,g,expected_min_distance,syndrome_t,chase_inner_t,chase_p,ebn0_db,sigma,message_count,decoder,skipped,skip_reason,bit_errors,total_bits,ber,frame_errors,frame_error_rate,codeword_errors,codeword_error_rate,failure_count,failure_rate,ambiguous_count,ambiguous_rate,total_time_sec,avg_time_ms
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,1.0,0.8912509381337456,20000,chase,False,,359410,640000,0.561578125,11611,0.58055,11611,0.58055,10906,0.5453,0,0.0,347.31828470000255,17.365914235000126
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,1.5,0.8413951416451951,20000,syndrome,False,,566634,640000,0.885365625,17724,0.8862,17724,0.8862,17696,0.8848,0,0.0,2.706444300001749,0.13532221500008745
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,1.5,0.8413951416451951,20000,hard_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,1.5,0.8413951416451951,20000,soft_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,1.5,0.8413951416451951,20000,chase,False,,266506,640000,0.416415625,8628,0.4314,8628,0.4314,8078,0.4039,0,0.0,452.70738170000186,22.635369085000093
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,2.0,0.7943282347242815,20000,syndrome,False,,520088,640000,0.8126375,16270,0.8135,16270,0.8135,16241,0.81205,0,0.0,3.9696813999980805,0.19848406999990403
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,2.0,0.7943282347242815,20000,hard_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,2.0,0.7943282347242815,20000,soft_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,2.0,0.7943282347242815,20000,chase,False,,177141,640000,0.2767828125,5745,0.28725,5745,0.28725,5364,0.2682,0,0.0,612.9130511000003,30.645652555000012
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,2.5,0.7498942093324559,20000,syndrome,False,,451686,640000,0.705759375,14139,0.70695,14139,0.70695,14099,0.70495,0,0.0,5.8194428000024345,0.2909721400001217
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,2.5,0.7498942093324559,20000,hard_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,2.5,0.7498942093324559,20000,soft_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,2.5,0.7498942093324559,20000,chase,False,,105443,640000,0.1647546875,3448,0.1724,3448,0.1724,3169,0.15845,0,0.0,831.4700354999986,41.57350177499993
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,3.0,0.7079457843841379,20000,syndrome,False,,368817,640000,0.5762765625,11548,0.5774,11548,0.5774,11511,0.57555,0,0.0,8.025791299998673,0.4012895649999337
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,3.0,0.7079457843841379,20000,hard_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
